date | done | assignee | distname | dist_author
2015-07-01 | 1 | thrig | ExtUtils-MakeMaker | bingos
2015-07-01 | 1 | jamessan | Template-Flute | hornburg
2015-07-01 | 1 | leejo | perl5i | mschwern
2015-07-01 | 1 | dionys | Poet | jswartz
2015-07-01 | 1 | tudorconstantin | Archive-Tar-Wrapper | mschilli
2015-07-01 | 1 | Viviparous | Mongoose | diegok
2015-07-01 | 1 | mjg17 | Cache-Memcached-AnyEvent | dmaki
2015-07-01 | 1 | SkySymbol | MooX-Struct | tobyink
2015-07-01 | 1 | choroba | DBIx-Class-EasyFixture | ovid
2015-07-01 | 1 | bk | Net-SSH2 | salva
2015-07-01 | 1 | jluis | HTML-FormHandler | gshank
2015-07-01 | 1 | 1nickt | Net-XMPP | psixdists
2015-07-01 | 1 | lejeunerenard | Data-Frame | zmughal
2015-07-01 | 1 | garu | WWW-Facebook-API | unobe
2015-07-01 | 1 | andyjack | Syntax-Highlight-Engine-Kate | szabgab
2015-07-01 | 1 | openstrike | Authen-SASL | gbarr
2015-07-01 | 1 | bentglasstube | Spreadsheet-Read | hmbrand
2015-07-01 | 1 | labrown | Email-MIME | psixdists
2015-07-01 | 1 | mishin | Data-MessagePack | syohex
2015-07-01 | 1 | paultcochrane | Device-Gsm | cosimo
2015-07-01 | 1 | rjbs | Test-Exception | exodist
2015-07-01 | 1 | ambs | Data-Dump | psixdists
2015-07-01 | 1 | manwar | DBIx-Class-Helpers | frew
2015-07-01 | 1 | cakirke | Tie-DBI | toddr
2015-07-01 | 1 | trwww | constant-tiny | saper
2015-07-01 | 1 | yanick | Catmandu-OAI | hochsten
2015-07-01 | 1 | joenio | cpan-outdated | tokuhirom
2015-07-01 | 1 | Sweet-kid | JSON-SL | mnunberg
2015-07-01 | 1 | kappa | Encode | psixdists
2015-07-01 | 1 | brainbuz | URI | ether
2015-07-01 | 1 | veryrusty | Proc-ProcessTable | jwb
2015-07-01 | 1 | zhouzhen1 | libnet | shay
2015-07-01 | 1 | shlomif | Net-Ping-External | chorny
2015-07-01 | 1 | brianmed | HTML-Tree | cjm
2015-07-01 | 1 | oalders | Perl-Critic | thaljef
2015-07-01 | 1 | doyleyoung | MojoMojo | mramberg
2015-07-01 | 1 | monsieurp | CPAN-Reporter | dagolden
2015-07-01 | 1 | neilb | Test-Mini | neilb
2015-07-01 | 1 | gh0stwizard | Net-SSH-Perl | schwigon
2015-07-01 | 1 | laouji | Vimana | cornelius
2015-07-01 | 1 | pauloscustodio | Gedcom | pjcj
2015-07-01 | 1 | jacoby | App-perlbrew | gugod
2015-07-01 | 1 | ratcristian | AnyEvent-JSONRPC | pmakholm
2015-07-01 | 1 | zoffixznet | Daemon-Control | symkat
2015-04-01 | 1 | veryrusty | XML-Parser | toddr
2015-04-01 | 1 | mnlagrasta | Moose | ether
2015-04-01 | 1 | jamessan | XML-Twig | mirod
2015-04-01 | 1 | lancew | Finance-Quote | ecocode
2015-04-01 | 1 | nawglan | App-cpanminus-reporter | garu
2015-04-01 | 1 | adelq | JavaScript-V8 | dgl
2015-04-01 | 1 | leejo | HTML-Tree | cjm
2015-04-01 | 1 | bjakubski | ZMQ-LibZMQ2 | dmaki
2015-04-01 | 1 | sdeseille | TermReadKey | jstowe
2015-04-01 | 1 | bugdebugger | Server-Starter | kazuho
2015-04-01 | 1 | gryphonshafer | File-Assets | rkrimen
2015-04-01 | 1 | hatorikibble | Unicode-Tussle | bdfoy
2015-04-01 | 1 | pwr22 | Parse-Keyword | doy
2015-04-01 | 1 | adamherzog | Net-Netmask | muir
2015-04-01 | 1 | choroba | AnyEvent-ForkManager | karupa
2015-04-01 | 1 | garu | Mojolicious-Plugin-ServerStatus | fukai
2015-04-01 | 1 | andyjack | Mojolicious-Plugin-JSUrlFor | koorchik
2015-04-01 | 1 | zhouzhen1 | Couchbase-Client | mnunberg
2015-04-01 | 1 | timgimyee | Mojolicious-Plugin-ParamsAuth | tempire
2015-04-01 | 1 | vti | Mojolicious-Plugin-Util-Endpoint | akron
2015-04-01 | 1 | moritz | Mojolicious-Plugin-Cache | sidd
2015-04-01 | 1 | agwind | CPAN-Meta | dagolden
2015-04-01 | 1 | Sweet-kid | Catmandu | nics
2015-04-01 | 1 | Viviparous | Path-Class | kwilliams
2015-04-01 | 1 | cakirke | Pinto | thaljef
2015-04-01 | 1 | herveus | HTTP-Message | ether
2015-04-01 | 1 | openstrike | App-AltSQL | ewaters
2015-04-01 | 1 | rjbs | Text-Autoformat | neilb
2015-04-01 | 1 | lharey | Git-CPAN-Patch | yanick
2015-04-01 | 1 | spechenin | Teng | satoh
2015-04-01 | 1 | ambs | Google-ProtocolBuffers | saxjazman
2015-04-01 | 1 | zoffixznet | Test-Pretty | tokuhirom
2015-04-01 | 1 | daleevans | PocketIO | vti
2015-04-01 | 1 | paultcochrane | Net-Stripe | rconover
2015-04-01 | 1 | diocles | Fedora-Bugzilla | rsrchboy
2015-04-01 | 1 | jluis | autobox-Core | xenu
2015-04-01 | 1 | kappa | PDL-Drawing-Prima | dcmertens
2015-04-01 | 1 | yanick | Validation-Class | awncorp
2015-04-01 | 1 | doyleyoung | App-ModuleBuildTiny | leont
2015-04-01 | 1 | bayashi | Catmandu-Importer-getJSON | voj
2015-04-01 | 1 | bk | MetaCPAN-Client | mickey
2015-04-01 | 1 | mishin | Pod-Simple | marcgreen
2015-04-01 | 1 | tudorconstantin | CPAN-Mini-Inject | mithaldu
2015-04-01 | 1 | xsawyerx | Dist-Metadata | rwstauner
2015-04-01 | 1 | mjg17 | Dancer-Plugin-Auth-Extensible | bigpresh
2015-04-01 | 1 | thrig | HTML-FillInForm | markstos
2015-04-01 | 1 | harris901 | Geo-Coder-Google | arcanez
2015-04-01 | 1 | manwar | Date-Manip | sbeck
2015-04-01 | 1 | shlomif | MojoX-JSON-RPC | henryykt
2015-04-01 | 1 | devogon | Reflex | rcaputo
2015-04-01 | 1 | kaoru | Jemplate | ingy
2015-04-01 | 1 | neilb | VSO | johnd
2015-04-01 | 1 | mcmillhj | Parse-CPAN-Meta | dagolden
2015-04-01 | 1 | athos-ribeiro | Promises | stevan
2015-04-01 | 1 | joenio | Data-Compare | dcantrell
2015-04-01 | 1 | internaught | WebService-UrbanDictionary | woodruffw
2015-04-01 | 1 | bieron | Web-Hippie | clkao
2015-04-01 | 1 | dolmen | Time-Piece | esaym
2015-08-01 | 1 | oalders | libwww-perl | capoeirab
2015-08-01 | 1 | pauloscustodio | Archive-Zip | phred
2015-08-01 | 1 | yanick | Template-Toolkit | abw
2015-08-01 | 1 | mjg17 | Net-SSH-Perl | schwigon
2015-08-01 | 1 | fluca1978 | XML-Parser | toddr
2015-08-01 | 1 | brianmed | Net-Ping-External | chorny
2015-08-01 | 1 | veryrusty | XML-Compare | neilb
2015-08-01 | 1 | Sweet-kid | SQL-Translator | ilmari
2015-08-01 | 1 | garu | Finance-Quote | ecocode
2015-08-01 | 1 | manwar | Dist-Zilla | rjbs
2015-08-01 | 1 | mnlagrasta | App-cpanminus-reporter | garu
2015-08-01 | 1 | lharey | HTML-Lint | petdance
2015-08-01 | 1 | paultcochrane | Template-Flute | hornburg
2015-08-01 | 1 | bk | Module-Signature | audreyt
2015-08-01 | 1 | zhouzhen1 | TimeDate | gbarr
2015-08-01 | 1 | elmerq | Rex | ferki
2015-08-01 | 1 | andyjack | Crypt-OpenPGP | sromanov
2015-08-01 | 1 | leejo | RT-Authen-ExternalAuth | falcone
2015-08-01 | 1 | joenio | Module-CPANTS-Analyse | ishigaki
2015-08-01 | 1 | jluis | Type-Tiny | tobyink
2015-08-01 | 1 | Viviparous | CGI-Session | markstos
2015-08-01 | 1 | sjohnston | Enbugger | jjore
2015-08-01 | 1 | devogon | CHI | jswartz
2015-08-01 | 1 | mishin | ZMQ-LibZMQ2 | dmaki
2015-08-01 | 1 | jamessan | Vimana | cornelius
2015-08-01 | 1 | ratcristian | Mongoose | diegok
2015-08-01 | 1 | lejeunerenard | Pod-Simple | marcgreen
2015-08-01 | 1 | shlomif | TermReadKey | jstowe
2015-08-01 | 1 | ambs | XML-Twig | mirod
2015-08-01 | 1 | cakirke | Box-Calc | rizen
2015-08-01 | 1 | jmaslak | Test-Continuous | gugod
2015-08-01 | 1 | zoffixznet | Win32-Process | jdb
2015-08-01 | 1 | rjbs | Code-TidyAll | drolsky
2015-08-01 | 1 | kappa | Number-Format | wrw
2015-08-01 | 1 | kaoru | Reindeer | rsrchboy
2015-08-01 | 1 | choroba | Test-Aggregate | rwstauner
2015-08-01 | 1 | openstrike | LWP-Protocol-https | mschilli
2015-08-01 | 1 | shuwnyuantee | Net-Google-Spreadsheets | danjou
2015-08-01 | 1 | neilb | Time-Progress | cade
2015-08-01 | 1 | monsieurp | Child | exodist
2015-08-01 | 1 | brainbuz | Time-ParseDate | muir
2015-08-01 | 1 | bentglasstube | Pod-Browser | perler
2015-12-01 | 0 | jacoby | libwww-perl | capoeirab
2015-12-01 | 1 | yanick | Net-SSH-Perl | schwigon
2015-12-01 | 1 | bpa | Finance-Quote | ecocode
2015-12-01 | 0 | rvandam | IPC-Run | toddr
2015-12-01 | 1 | oeuftete | SOAP-Lite | phred
2015-12-01 | 0 | turnstep | MojoMojo | mramberg
2015-12-01 | 1 | mbeijen | PDF-API2 | ssimms
2015-12-01 | 1 | andyjack | Enbugger | jjore
2015-12-01 | 1 | Jayceh | TermReadKey | jstowe
2015-12-01 | 1 | srvsh | RT-Client-REST | srvsh
2015-12-01 | 1 | gjtorikian | AnyEvent-Gearman | melo
2015-12-01 | 0 | estrabd | POE-Component-MessageQueue | ironcamel
2015-12-01 | 0 | athos-ribeiro | Git-PurePerl | psixdists
2015-12-01 | 1 | MasterDuke17 | Qudo | nekokak
2015-12-01 | 1 | paultcochrane | Barcode-DataMatrix | mstrat
2015-12-01 | 1 | bjakubski | Corona | miyagawa
2015-12-01 | 1 | alabamapaul | Plack-Middleware-File-Less | naoya
2015-12-01 | 1 | sjohnston | Perl-Critic | thaljef
2015-12-01 | 1 | Tordek | Devel-Cover | pjcj
2015-12-01 | 1 | dams | Dancer | bigpresh
2015-12-01 | 0 | daleevans | libnet | shay
2015-12-01 | 1 | jluis | Method-Signatures | barefoot
2015-12-01 | 1 | mjg17 | XML-Twig | mirod
2015-12-01 | 1 | Varadinsky | ack | petdance
2015-12-01 | 1 | shlomif | Scalar-List-Utils | pevans
2015-12-01 | 1 | tynovsky | GDGraph | ruz
2015-12-01 | 1 | alx542 | Rex | ferki
2015-12-01 | 1 | mcmillhj | Module-Starter | xsawyerx
2015-12-01 | 1 | basbloemsaat | Log-Log4perl | mschilli
2015-12-01 | 1 | leejo | WWW-Curl | szbalint
2015-12-01 | 1 | brad-mac | JavaScript-V8 | dgl
2015-12-01 | 1 | SysPete | DBIx-Class-Migration | jjnapiork
2015-12-01 | 1 | neilb | WWW-Wikipedia | bricas
2015-12-01 | 1 | rpack78 | WWW-Facebook-API | unobe
2015-12-01 | 1 | mnlagrasta | Mongoose | diegok
2015-12-01 | 0 | elmerq | HTML-Mason | drolsky
2015-12-01 | 1 | choroba | Net-Stripe | rconover
2015-12-01 | 1 | pauloscustodio | Syntax-Highlight-Engine-Kate | szabgab
2015-12-01 | 1 | bk | Reflex | rcaputo
2015-12-01 | 1 | hatorikibble | DBIx-Class-Fixtures | skaufman
2015-12-01 | 1 | lharey | Net-Netmask | muir
2015-12-01 | 1 | manwar | Net-Stripe | rconover
2015-12-01 | 1 | jamessan | Template-Semantic | tomita
2015-12-01 | 1 | ambs | Box-Calc | rizen
2015-12-01 | 1 | Viviparous | Test-HTTP-Server | sparky
2015-12-01 | 1 | fluca1978 | Parallel-Scoreboard | kazuho
2015-12-01 | 1 | openstrike | MooseX-Log-Log4perl | lammel
2015-12-01 | 1 | SkySymbol | Text-CSV | psixdists
2015-12-01 | 1 | devogon | Mouse | syohex
2015-12-01 | 1 | garu | DBM-Deep | rkinyon
2015-12-01 | 1 | zhouzhen1 | Net-XMPP | psixdists
2015-12-01 | 0 | kaoru | Net-Amazon | boumenot
2015-12-01 | 1 | jberger | MojoX-CPAN-Uploader | yko
2015-12-01 | 1 | cakirke | MooseX-Types-DateTime-ButMaintained | ecarroll
2015-12-01 | 1 | kappa | Test-TinyMocker | sukria
2015-12-01 | 1 | doyleyoung | Crypt-OpenSSL-VerifyX509 | chrisa
2015-12-01 | 1 | thrig | Module-ExtractUse | domm
2015-12-01 | 1 | dionys | String-MkPasswd | cgrau
2015-12-01 | 1 | neybar | Test-Database | book
2015-12-01 | 0 | itcharlie | Attean | gwilliams
2015-12-01 | 1 | mishin | File-Monitor | andya
2015-12-01 | 1 | davorg | Test-DBIx-Class-Schema | chisel
2015-12-01 | 0 | monsieurp | Array-Diff | typester
2015-10-01 | 0 | jmaslak | CPAN | andk
2015-10-01 | 1 | Varadinsky | YAML | psixdists
2015-10-01 | 1 | labrown | IPC-Run | toddr
2015-10-01 | 0 | pwr22 | Module-Install | ether
2015-10-01 | 1 | thrig | Net-Google-FederatedLogin | cebjyre
2015-10-01 | 1 | openstrike | AI-MegaHAL | chorny
2015-10-01 | 1 | devogon | Mojolicious-Plugin-Proxy | mramberg
2015-10-01 | 1 | bk | Statistics-Lite | brianl
2015-10-01 | 1 | ItaloGoncales | Archive-Any-Create | miyagawa
2015-10-01 | 1 | kappa | Task-Biodiverse-NoGUI | slaffan
2015-10-01 | 1 | garu | Pod-POM | neilb
2015-10-01 | 1 | kaoru | HTML-Mason | drolsky
2015-10-01 | 1 | jacoby | Expect | jacoby
2015-10-01 | 1 | paultcochrane | Kavorka | tobyink
2015-10-01 | 1 | mnlagrasta | XML-RSS-LibXML | dmaki
2015-10-01 | 1 | manwar | Vim-Debug | kablamo
2015-10-01 | 1 | ambs | Win32-Console | jdb
2015-10-01 | 1 | jamessan | KiokuDB | doy
2015-10-01 | 1 | leejo | Hijk | avar
2015-10-01 | 0 | zoffixznet | Catmandu-MARC | hochsten
2015-10-01 | 1 | shlomif | Net-Server-Mail | guimard
2015-10-01 | 1 | yanick | LMDB_File | sortiz
2015-10-01 | 1 | bentglasstube | XML-Generator-PerlData | khampton
2015-10-01 | 0 | lejeunerenard | perl-ldap | marschap
2015-10-01 | 1 | lharey | Devel-Pragma | chocolate
2015-10-01 | 1 | choroba | Net-SFTP-Foreign | salva
2015-10-01 | 1 | andyjack | UAV-Pilot | tmurray
2015-10-01 | 1 | kyzn | HTML-FormHandler-Model-DBIC | gshank
2015-10-01 | 1 | mjg17 | Squatting | beppu
2015-10-01 | 1 | Viviparous | Dist-Zilla-LocaleTextDomain | dwheeler
2015-10-01 | 1 | cakirke | Alien-TinyCC | dcmertens
2015-10-01 | 1 | jluis | Redis-Fast | shogo
2015-10-01 | 1 | pauloscustodio | Git-Repository-Plugin-Log | book
2015-10-01 | 1 | neilb | DateTime-Event-ICal | fglock
2015-10-01 | 1 | quicoju | MojoX-Routes-AsGraph | melo
2015-10-01 | 1 | bieron | MaxMind-DB-Writer | maxmind
2015-10-01 | 1 | dionys | Chart-Clicker | gphat
2015-10-01 | 1 | ramananbalakrishnan | HTTP-BrowserDetect | oalders
2015-10-01 | 1 | zhouzhen1 | Declare-CLI | exodist
2015-10-01 | 1 | monsieurp | GraphViz | rsavage
2015-10-01 | 1 | mishin | Feed-Find | btrott
2015-10-01 | 1 | SkySymbol | Mail-DeliveryStatus-BounceParser | rjbs
2015-10-01 | 1 | joenio | Mojolicious-Plugin-ValidateTiny | koorchik
2015-11-01 | 1 | yanick | Module-Info | neilb
2015-11-01 | 1 | kappa | Pegex | ingy
2015-11-01 | 1 | manwar | minismokebox | bingos
2015-11-01 | 1 | Varadinsky | Win32-Clipboard | jdb
2015-11-01 | 1 | choroba | Catmandu-PICA | jorol
2015-11-01 | 1 | leejo | MouseX-Types | gfuji
2015-11-01 | 1 | paultcochrane | Plack-App-FakeApache1 | chisel
2015-11-01 | 1 | kaoru | POE-Loop-Glib | apocal
2015-11-01 | 1 | pauloscustodio | mixin | mschwern
2015-11-01 | 1 | kyzn | HTML-StickyQuery-DoCoMoGUID | yappo
2015-11-01 | 1 | joenio | XML-API | mlawren
2015-11-01 | 1 | bk | Plack-Middleware-SizeLimit | audreyt
2015-11-01 | 1 | lharey | Mojolicious-Plugin-SslAuth | tempire
2015-11-01 | 1 | garu | Ubic-Service-Plack | mmcleric
2015-11-01 | 1 | andyjack | Log-Message-Structured | dams
2015-11-01 | 1 | jluis | File-Scan-ClamAV | esaym
2015-11-01 | 1 | devogon | MooseX-Types-Data-Serializer | bluefeet
2015-11-01 | 1 | openstrike | File-Comments | mschilli
2015-11-01 | 1 | Viviparous | Tk-FontDialog | srezic
2015-11-01 | 1 | mishin | Kelp | minimal
2015-11-01 | 1 | cakirke | Message-Passing-AMQP | abraxxa
2015-11-01 | 1 | neilb | MooseX-Getopt-Explicit | rhoelz
2015-11-01 | 1 | doyleyoung | App-autotest | ggoldbach
2015-11-01 | 1 | netangel | MouseX-AttributeHelpers | masaki
2015-11-01 | 1 | elmerq | Physics-Unit | klortho
2015-11-01 | 1 | zhouzhen1 | XML-Feed | davecross
2015-11-01 | 1 | vytas-dauksa | HTML-Template | psixdists
2015-11-01 | 1 | thrig | XML-SAX-Writer | perigrin
2015-11-01 | 1 | jamessan | HTTP-Cookies | gaas
2015-11-01 | 1 | shlomif | Rubyish | gugod
2015-11-01 | 0 | Sweet-kid | Parse-CSV | kwilliams
2015-11-01 | 1 | monsieurp | Test-Synopsis | zoffix
2015-11-01 | 1 | ambs | HTTP-Server-Simple | psixdists
2015-05-01 | 1 | lharey | Net-SSH-Perl | schwigon
2015-05-01 | 1 | jluis | DBI | timb
2015-05-01 | 1 | fluca1978 | Mouse | syohex
2015-05-01 | 1 | zoffixznet | SOAP-WSDL | swalters
2015-05-01 | 1 | bugdebugger | autodie | pjf
2015-05-01 | 1 | stefany93 | Module-Signature | audreyt
2015-05-01 | 1 | moritz | Module-CPANTS-Analyse | ishigaki
2015-05-01 | 1 | kaoru | Crypt-OpenPGP | sromanov
2015-05-01 | 1 | paultcochrane | RT-Authen-ExternalAuth | falcone
2015-05-01 | 1 | meAmidos | Twiggy | miyagawa
2015-05-01 | 1 | cakirke | CHI | jswartz
2015-05-01 | 1 | zhouzhen1 | POE | rcaputo
2015-05-01 | 1 | kappa | AnyEvent-Gearman | melo
2015-05-01 | 1 | tudorconstantin | Gedcom | pjcj
2015-05-01 | 1 | SkySymbol | Dist-Zilla-Plugin-RPM | skysymbol
2015-05-01 | 1 | ncstang | Test-RedisServer | songmu
2015-05-01 | 1 | mishin | Dist-Zilla-Plugin-Web | nplatonov
2015-05-01 | 1 | bieron | POE-Component-Supervisor | ether
2015-05-01 | 0 | genehack | Mojolicious-Plugin-RenderFile | koorchik
2015-05-01 | 1 | shlomif | Mojolicious-Plugin-RenderSteps | mramberg
2015-05-01 | 1 | andyjack | Perinci-CmdLine-Lite | perlancar
2015-05-01 | 1 | geofffranks | opts | mikihoshi
2015-05-01 | 1 | rjbs | Test-Harness | leont
2015-05-01 | 1 | garu | Text-CSV | psixdists
2015-05-01 | 1 | manwar | Text-Markdown | psixdists
2015-05-01 | 1 | bk | Data-Printer | garu
2015-05-01 | 1 | oalders | Switch | chorny
2015-05-01 | 1 | vti | Catalyst-Plugin-AutoCRUD | oliver
2015-05-01 | 1 | yanick | Makefile-Parser | agent
2015-05-01 | 1 | leejo | JavaScript-Packer | leejo
2015-05-01 | 1 | joenio | Method-Signatures | barefoot
2015-05-01 | 1 | diocles | Dist-Zilla-Plugin-ChangelogFromGit-CPAN-Changes | ioanr
2015-05-01 | 1 | bjakubski | Text-Hunspell | cosimo
2015-05-01 | 1 | openstrike | Test-TCP | tokuhirom
2015-05-01 | 1 | nawglan | PDL-Graphics-Prima | dcmertens
2015-05-01 | 1 | Viviparous | Rose-DB | jsiracusa
2015-05-01 | 1 | jamessan | Metabase-Client-Simple | dagolden
2015-05-01 | 1 | neilb | XML-Parser-Lite | phred
2015-05-01 | 1 | ambs | WWW-Wikipedia | bricas
2015-05-01 | 1 | sjohnston | Log-Syslog-Fast | athomason
2015-05-01 | 1 | daleevans | Text-BibTeX | ambs
2015-05-01 | 1 | trwww | Data-Transpose | hornburg
2015-05-01 | 1 | sdeseille | Dist-Zilla-Plugin-CheckPrereqsIndexed | rjbs
2015-05-01 | 1 | cavemanpi | WWW-YouTube-Download | oalders
2015-05-01 | 1 | choroba | Test-HTTP-Server | sparky
2015-05-01 | 1 | dolmen | Git-Repository | book
2015-05-01 | 1 | mnlagrasta | Regexp-Parser | toddr
2015-05-01 | 1 | mjg17 | LWPx-ParanoidHandler | tokuhirom
2015-05-01 | 1 | rvandam | WebService-MusicBrainz | bfaist
2015-05-01 | 1 | pauloscustodio | Authen-Captcha | lkundrak
2015-01-01 | 1 | flimm | Data-UUID | rjbs
2015-01-01 | 1 | manwar | Plack-Middleware-Session | miyagawa
2015-01-01 | 1 | nawglan | YAML-LibYAML | ingy
2015-01-01 | 1 | mjg17 | Sub-Uplevel | dagolden
2015-01-01 | 1 | rjbs | Test-File | bdfoy
2015-01-01 | 1 | bubaflub | Moo | haarg
2015-01-01 | 1 | frioux | namespace-sweep | friedo
2015-01-01 | 1 | reneeb | DateTime | drolsky
2015-01-01 | 1 | pangyre | HTTP-Proxy | book
2015-01-01 | 1 | book | Archive-Any | oalders
2015-01-01 | 1 | neilb | Text-Diff | psixdists
2015-01-01 | 1 | tvroom | Test-Class | ether
2015-01-01 | 1 | svatsan | Log-Log4perl | mschilli
2015-01-01 | 1 | heytitle | Compress-Bzip2 | rurban
2015-01-01 | 1 | mbeijen | DateTime-Format-Epoch | chorny
2015-01-01 | 1 | xsawyerx | MooseX-App | maros
2015-01-01 | 1 | mcmillhj | Cache-Memcached-Fast | kroki
2015-01-01 | 1 | Su-Shee | MouseX-NativeTraits | gfuji
2015-01-01 | 1 | jkg | RPC-XML | rjray
2015-01-01 | 1 | leejo | Exception-Base | dexter
2015-01-01 | 1 | nbezzala | DateTime-Format-Pg | dmaki
2015-01-01 | 1 | vti | HTML-FormFu | djzort
2015-01-01 | 1 | dginev | Keyword-Simple | mauke
2015-01-01 | 1 | simonaw | B-Hooks-EndOfScope | ether
2015-01-01 | 1 | skington | POE-Component-Client-Keepalive | rcaputo
2015-01-01 | 1 | Sweet-kid | IO-Socket-SSL | psixdists
2015-01-01 | 1 | zmughal | Clone | garu
2015-01-01 | 1 | paultcochrane | XML-NamespaceSupport | perigrin
2015-01-01 | 1 | fluca1978 | Test-Pod | ether
2015-01-01 | 1 | dams | JSON | makamaka
2015-01-01 | 1 | kyzn | Exporter-Declare | exodist
